Title,URL,Description,Level,Status,Review,Tags,Slugs
e-Learning on Digital Agriculture,https://www.edx.org/course/e-learning-on-digital-agriculture,"Agriculture is no exception to digital revolution, going beyond a simple adoption of Information and Communication Technologies (ICTs). According to ICRISAT, digital agriculture is defined as “ICT and data ecosystems to support the development and delivery of timely, targeted information and services to make farming profitable and sustainable while delivering safe nutritious and affordable food for all.”",Beginner,Paid,,"E-Learning, Digital Agriculture, Precision Agriculture, Smart Farming, Agro-Technology, Data Analytics in Agriculture, Artificial Intelligence in Agriculture, Remote Sensing in Agriculture, Internet of Things in Agriculture, Digital Extension Services, Online Education Platforms, Agricultural Technology, Smart Irrigation, Sustainable Agriculture",e-learning on digital agriculture e-learning digital agriculture precision agriculture smart farming agro-technology data analytics in agriculture artificial intelligence in agriculture remote sensing in agriculture internet of things in agriculture digital extension services online education platforms agricultural technology smart irrigation sustainable agriculture beginner
Exploring GraphQL: A Query Language for APIs,https://www.edx.org/course/exploring-graphql-a-query-language-for-apis,"Learn about GraphQL, an alternative to REST, and practice GraphQL queries in an interactive playground.",Beginner,Paid,,"GraphQL, APIs, Data querying, JavaScript, React, Node.js, Databases, Web development, Data management, Software engineering",exploring graphql a query language for apis graphql apis data querying javascript react node.js databases web development data management software engineering beginner
EmSAT English Preparation - Level 2,https://www.edx.org/course/emsat-english-preparation-level-2,"This EmSAT preparation course expands upon basic grammatical knowledge, develops general English vocabulary and develops critical thinking. To assist in preparation for the EmSAT exam learners develop exam strategies through their understanding of different reading and vocabulary question types.",Intermediate,Paid,,"EmSAT Preparation, English Preparation, Level 2 English, English Grammar, English Vocabulary, English Reading Comprehension, English Writing, English Speaking, TOEFL Preparation, IELTS Preparation",emsat english preparation - level 2 emsat preparation english preparation level 2 english english grammar english vocabulary english reading comprehension english writing english speaking toefl preparation ielts preparation intermediate
The Data Science Method,https://www.edx.org/course/data-science-method,"Learn about the methodology, practices and requirements behind data science to better understand how to problem solve with data and ensure data is relevant and properly manipulated to address a variety of real-world projects and business scenarios.",Beginner,Paid,,Data Science Data Analysis Machine Learning Statistical Analysis Data VisualizationTechnical Skills Python R SQL Jupyter Notebook Hadoop Spark Databases Regression Analysis Classification CRISP-DM Data Science Process Model Building and Evaluation Hypothesis Testing Feature Engineering Business Intelligence Predictive Analytics Data-Driven Decision Making Healthcare Finance Marketing Algorithms Cloud Computing Data Mining Big Data Optimization Machine Learning Algorithms,the data science method data science data analysis machine learning statistical analysis data visualizationtechnical skills python r sql jupyter notebook hadoop spark databases regression analysis classification crisp-dm data science process model building and evaluation hypothesis testing feature engineering business intelligence predictive analytics data-driven decision making healthcare finance marketing algorithms cloud computing data mining big data optimization machine learning algorithms beginner
"Plato, Socrates, and the Birth of Western Philosophy | 西方哲学精神探源",https://www.edx.org/course/plato-socrates-and-the-birth-of-western-philosophy,"Explore the works of Plato, Aristotle, Heraclitus and other originators of Western philosophy in an immersive study of ancient Greek and Roman philosophers. 本课程通过讲述古希腊罗马哲学家丰富的思想和观点，探讨西方哲学精神的起源，揭示西方民族的精神取向，阐明西方民族思维方式的特征。",Beginner,Paid,,Ancient Greek Philosophy Western Civilization Plato Socrates Origins of Philosophy Metaphysics Epistemology Ethics Politics History of Thought Athenian Democracy Sophists Dialectic Method The Republic The Apology,plato socrates and the birth of western philosophy | 西方哲学精神探源 ancient greek philosophy western civilization plato socrates origins of philosophy metaphysics epistemology ethics politics history of thought athenian democracy sophists dialectic method the republic the apology beginner
"Cosmic Rays, Dark Matter, and the Mysteries of the Universe",https://www.edx.org/course/cosmic-rays-dark-matter-and-the-mysteries-of-the-2,Join us on a unique exploration of one of the universe’s deepest mysteries: cosmic rays,Intermediate,Paid,,"Cosmic Rays, Dark Matter, and the Mysteries of the Universe Astrophysics Cosmology Dark Matter High-Energy Physics Particle Physics Quantum Physics Radiation Physics Relativistic Astrophysics Space Exploration Supernovae",cosmic rays dark matter and the mysteries of the universe cosmic rays dark matter and the mysteries of the universe astrophysics cosmology dark matter high-energy physics particle physics quantum physics radiation physics relativistic astrophysics space exploration supernovae intermediate
Macroeconomic Diagnostics,https://www.edx.org/course/macroeconomic-diagnostics,"Through this course, learn to assess a country’s macroeconomic situation utilizing practical tools that will help you engage in day-to-day macroeconomic analysis.",Intermediate,Paid,,"Macroeconomics, Economic Models, Economic Forecasting, Monetary Policy, Fiscal Policy, Business Cycles, Economic Growth, Economic Development, International Economics, Econometrics, Data Analysis, Statistics, Policy Analysis, Economic Theory, Economic History",macroeconomic diagnostics macroeconomics economic models economic forecasting monetary policy fiscal policy business cycles economic growth economic development international economics econometrics data analysis statistics policy analysis economic theory economic history intermediate
BioStatistics,https://www.edx.org/course/biostatistics-2,"This college-level,credit-eligibleBiostatistics course will teach you the skills required for success in future analytical studies in biology.",Beginner,Paid,,"Biostatistics, Data Analysis, Statistical Modeling, Statistical Methods, Epidemiology, Clinical Trials, Public Health, Health Data Analysis, Statistical Computing, Data Science, Health Research, Medical Statistics",biostatistics biostatistics data analysis statistical modeling statistical methods epidemiology clinical trials public health health data analysis statistical computing data science health research medical statistics beginner
Results-Based Project Management: Monitoring and Evaluation,https://www.edx.org/course/results-based-project-management-monitoring-and-ev,Learn how to use a results-based approach to design and manage public sector programs that deliver tangible benefits and optimize the use of resources.,Intermediate,Paid,,Results-Based Project Management Monitoring and Evaluation Project Monitoring Project Evaluation Program Evaluation Performance Measurement Impact Assessment Project Analysis Project Lifecycle Stakeholder Management Performance Indicators Data Collection Qualitative Analysis Quantitative Analysis Project Management Agile Project Management Waterfall Project Management Business Analysis Data Analytics Decision Making Management Consulting,results-based project management monitoring and evaluation results-based project management monitoring and evaluation project monitoring project evaluation program evaluation performance measurement impact assessment project analysis project lifecycle stakeholder management performance indicators data collection qualitative analysis quantitative analysis project management agile project management waterfall project management business analysis data analytics decision making management consulting intermediate
Alzheimer’s Disease & Dementia Care,https://www.edx.org/course/alzheimers-disease-dementia-care,"Provides an overview of Alzheimer’s disease, including pathophysiology, risk factors, stages, symptoms, diagnosis, including medications used to enhance cognitive function. Reviews modified communication strategies that optimize interactions and reduce behavioral expressions. Explores the topic of dementia caregiving, its challenges and resources available, as well as special care considerations when the person with dementia is hospitalized.",Intermediate,Paid,,Alzheimer's Disease Dementia Caregiving Elder Care Healthcare Memory Loss Aging Geriatrics Neurodegenerative Disorders Dementia Care Cognitive Impairment Behavioral Management Communication Activities of Daily Living Medication Management Safety,alzheimer’s disease  dementia care alzheimer's disease dementia caregiving elder care healthcare memory loss aging geriatrics neurodegenerative disorders dementia care cognitive impairment behavioral management communication activities of daily living medication management safety intermediate
Sign Language Science: Emergence and Evolution of Sign Language,https://www.edx.org/course/emergence-and-evolution-of-sign-language,"This course connects the emergence and evolution of signed languages to the history of the people who use these languages. You will learn this concept in depth, especially the legacy and heritage of American Sign Language (ASL).",Beginner,Paid,,"Sign Language Linguistics, Deaf Culture, Language Acquisition and Development, Phonology and Morphology, Syntax and Semantics, Pragmatics, Sociolinguistics, Language Variation, Language Contact, Language Evolution",sign language science emergence and evolution of sign language sign language linguistics deaf culture language acquisition and development phonology and morphology syntax and semantics pragmatics sociolinguistics language variation language contact language evolution beginner
International Humanitarian Law,https://www.edx.org/course/international-humanitarian-law,"Learn how international law regulates armed conflicts, protects individuals in wartime, and guarantees minimum compliance.",Advanced,Paid,,"International Law, Human Rights Law, Law of Armed Conflict, Humanitarian Intervention, Protection of Civilians, Use of Force, War Crimes, Genocide, Crimes against Humanity, International Criminal Court, International Humanitarian Organizations, Peacekeeping and Peacebuilding, Refugee Law, Asylum Law, International Justice, Transitional Justice",international humanitarian law international law human rights law law of armed conflict humanitarian intervention protection of civilians use of force war crimes genocide crimes against humanity international criminal court international humanitarian organizations peacekeeping and peacebuilding refugee law asylum law international justice transitional justice advanced
Introduction to Astrophysics,https://www.edx.org/course/introduction-to-astrophysics,Learn about the physical phenomena at play in astronomical objects and link theoretical predictions to observations.,Beginner,Paid,,Astrophysics Cosmology Astronomy Stellar Astrophysics Galactic Astrophysics Extragalactic Astrophysics Observational Astrophysics Computational Astrophysics High-Energy Astrophysics Planetary Astrophysics,introduction to astrophysics astrophysics cosmology astronomy stellar astrophysics galactic astrophysics extragalactic astrophysics observational astrophysics computational astrophysics high-energy astrophysics planetary astrophysics beginner
Epidemics I,https://www.edx.org/course/epidemics-i,"Explore the science, prevention and control of epidemics in this free online course. In addition to lectures by leading scientists in this field from HKU, this course will feature panel discussions with world leading experts in epidemics. ",Beginner,Paid,,"Epidemiology, Infectious Diseases, Public Health, Disease Surveillance, Outbreak Investigation, Infectious Disease Modeling, Vaccination, Pandemic Preparedness, Global Health, Health Policy",epidemics i epidemiology infectious diseases public health disease surveillance outbreak investigation infectious disease modeling vaccination pandemic preparedness global health health policy beginner
Fundamentals of Macroeconomics,https://www.edx.org/course/fundamentals-of-macroeconomics,"This Beginner course to macroeconomic analysis provides a thorough view of what economists know about aggregate production, inflation, unemployment and economic policies and elevates the learner to a first-year undergraduate level.",Beginner,Paid,,"Macroeconomic Theory, Economic Growth, Inflation, Unemployment, Monetary Policy, Fiscal Policy, Economic Indicators, Economic Development, International Macroeconomics, Applied Macroeconomics",fundamentals of macroeconomics macroeconomic theory economic growth inflation unemployment monetary policy fiscal policy economic indicators economic development international macroeconomics applied macroeconomics beginner
"Blockchain and FinTech: Basics, Applications, and Limitations",https://www.edx.org/course/blockchain-and-fintech-basics-applications-and-lim,"Understand the design rationale of blockchain technology, its emerging platforms and applications and uncover the limitations and the opportunities enabled by blockchain applications, particularly as it relates to finance.",Beginner,Paid,,", Blockchain, Cryptocurrency, FinTech, Smart Contracts, Digital Assets, Payment SystemsIndustries, Finance, Supply Chain, HealthcareTechnologies, Distributed Ledger Technology, Consensus Mechanisms, CryptographyLimitations, Scalability, Security, InteroperabilityRegulation and Compliance, Anti-Money Laundering, Know Your Customer, Securities Regulations, Central Bank Digital Currencies, Decentralized Finance, Web3, Cryptoeconomics, Blockchain Development, Financial Technology, Innovation, Digital Transformation",blockchain and fintech basics applications and limitations  blockchain cryptocurrency fintech smart contracts digital assets payment systemsindustries finance supply chain healthcaretechnologies distributed ledger technology consensus mechanisms cryptographylimitations scalability security interoperabilityregulation and compliance anti-money laundering know your customer securities regulations central bank digital currencies decentralized finance web3 cryptoeconomics blockchain development financial technology innovation digital transformation beginner
Molecular Biology - Part 2: Transcription and Transposition,https://www.edx.org/course/molecular-biology-part-2-transcription-and-transposition,Strengthen your scientific thinking and experimental design skills in this adventure through transcription and transposition.,Advanced,Paid,,Transcription Transposition DNA Replication Gene Expression RNA Processing Protein Synthesis Molecular Genetics Biochemistry Cell Biology MicrobiologySpecific Techniques Polymerase Chain Reaction (PCR) DNA Microarrays RNA Sequencing BioinformaticsRelated Tools Bioconductor R / Bioconductor NCBI Gene Expression Omnibus (GEO) UniProtEthical and Societal Implications Gene Editing (CRISPR-Cas9) Synthetic Biology Bioterrorism Personalized Medicine Biotechnology Pharmaceutical Development Forensic Science Agriculture,molecular biology - part 2 transcription and transposition transcription transposition dna replication gene expression rna processing protein synthesis molecular genetics biochemistry cell biology microbiologyspecific techniques polymerase chain reaction (pcr) dna microarrays rna sequencing bioinformaticsrelated tools bioconductor r / bioconductor ncbi gene expression omnibus (geo) uniprotethical and societal implications gene editing (crispr-cas9) synthetic biology bioterrorism personalized medicine biotechnology pharmaceutical development forensic science agriculture advanced
"One Planet, One Ocean",https://www.edx.org/course/one-planet-one-ocean,"A holistic view of how the ocean functions, how human interactions with the ocean can be understood, and what solutions are available to support both sustainable use and stewardship of our blue planet.",Intermediate,Paid,,"Marine Science, Oceanography, Environmental Science, Climate Change, Sustainability, Marine Conservation, Ocean Ecosystems, Ocean Currents, Marine Biology, Plankton, Coral Reefs",one planet one ocean marine science oceanography environmental science climate change sustainability marine conservation ocean ecosystems ocean currents marine biology plankton coral reefs intermediate
Reputation Management in a Digital World,https://www.edx.org/course/reputation-management-in-a-digital-world,"Learn how to develop, manage and protect an organisation’s online reputation through social media including Facebook and Twitter.",Intermediate,Paid,,"Reputation Management, Digital Marketing, Online Reputation, Brand Management, Social Media Monitoring, Crisis Communication, Public Relations, Social Media Marketing, Digital Ethics, Online Privacy",reputation management in a digital world reputation management digital marketing online reputation brand management social media monitoring crisis communication public relations social media marketing digital ethics online privacy intermediate
Computer Vision Fundamentals with Watson and OpenCV,https://www.edx.org/course/computer-vision-fundamentals,"Learn about computer vision, one of the most exciting fields in machine learning. artificial intelligence and computer science.",Beginner,Paid,,"Computer Vision, Artificial Intelligence (AI), Image Processing, Pattern Recognition, Machine Learning, Deep Learning, OpenCV, Watson, Computer Science, Programming",computer vision fundamentals with watson and opencv computer vision artificial intelligence (ai) image processing pattern recognition machine learning deep learning opencv watson computer science programming beginner
Japanese Business Management,https://www.edx.org/course/japanese-business-management,Learn about Japanese business management and start down a path to becoming a global leader.,Intermediate,Paid,,"Japanese Business Culture, Japanese Management Practices, International Business, Cross-Cultural Management, Business Communication in Japanese, Japanese Marketing, Japanese Human Resource Management, Corporate Strategy in Japan, Japanese Business Law, Japanese Accounting Standards",japanese business management japanese business culture japanese management practices international business cross-cultural management business communication in japanese japanese marketing japanese human resource management corporate strategy in japan japanese business law japanese accounting standards intermediate
Introduction to Cloud Computing,https://www.edx.org/course/introduction-to-cloud-computing-6,"Master the core concepts in Cloud Computing, from service and deployment models, to cloud architecture, security, new technologies, and possible careers.",Beginner,Paid,,"Cloud Computing Fundamentals, Cloud Architecture, Cloud Services (e.g., IaaS, PaaS, SaaS), Cloud , Cloud Security, Cloud Storage, Cloud Networking, Cloud Management, Cloud Platforms (e.g., AWS, Azure, GCP), Cloud Data Analytics, Cloud Artificial Intelligence, Cloud Machine Learning",introduction to cloud computing cloud computing fundamentals cloud architecture cloud services (e.g. iaas paas saas) cloud  cloud security cloud storage cloud networking cloud management cloud platforms (e.g. aws azure gcp) cloud data analytics cloud artificial intelligence cloud machine learning beginner
Sustainable Urban Development,https://www.edx.org/course/sustainable-urban-development,Learn why cities are key in resolving global urbanization and sustainability challenges and how you can engineer tomorrow’s cities today.,Beginner,Paid,,Urban Planning Sustainable Development Environmental Sustainability Smart Cities Green Building Transportation Planning Land Use Planning Urban Economics Urban Design Community Development Social Equity Economic Development,sustainable urban development urban planning sustainable development environmental sustainability smart cities green building transportation planning land use planning urban economics urban design community development social equity economic development beginner
Introduction to Biomedical Imaging,https://www.edx.org/course/introduction-to-biomedical-imaging,Discover how medical imaging technologies are complementary and what information they provide to health professionals.,Beginner,Paid,,Biomedical Imaging Medical Imaging Computed Tomography (CT) Magnetic Resonance Imaging (MRI) Ultrasound Nuclear Medicine Image Processing Medical Image Analysis Radiology Diagnostic Imaging Surgical Planning Disease Detection Medical Research Healthcare Technology,introduction to biomedical imaging biomedical imaging medical imaging computed tomography (ct) magnetic resonance imaging (mri) ultrasound nuclear medicine image processing medical image analysis radiology diagnostic imaging surgical planning disease detection medical research healthcare technology beginner
"Circuits and Electronics 2: Amplification, Speed, and Delay",https://www.edx.org/course/circuits-and-electronics-2-amplification-speed-a-2,"Learn how to speed up digital circuits and build amplifiers in the design of microchips used in smartphones, self-driving cars, computers, and the Internet.",Intermediate,Paid,,"Analog Electronics, Digital Electronics, Amplifier Circuits, Operational Amplifiers, High-Speed Circuits, Pulses and Delays, Logic Gates and Flip-Flops, Circuit Simulation, Electronic Design, Electronic Troubleshooting",circuits and electronics 2 amplification speed and delay analog electronics digital electronics amplifier circuits operational amplifiers high-speed circuits pulses and delays logic gates and flip-flops circuit simulation electronic design electronic troubleshooting intermediate
China’s Political and Intellectual Foundations: From Sage Kings to Confucius,https://www.edx.org/course/chinas-political-and-intellectual-foundations-fr-2,"Learn about China’s origins, its integral early thinkers, and competing states and schools of thought.",Beginner,Paid,,"History of China, Chinese Philosophy, Confucius, Sage Kings, Chinese Intellectual History, Political Thought in China, Chinese Culture, Chinese Religion, East Asian Studies, Comparative Politics",china’s political and intellectual foundations from sage kings to confucius history of china chinese philosophy confucius sage kings chinese intellectual history political thought in china chinese culture chinese religion east asian studies comparative politics beginner
Introduction to DevOps and Site Reliability Engineering,https://www.edx.org/course/introduction-to-devops-and-site-reliability-engineering,Learn how to start transforming your organization using the principles and practices of DevOps.,Beginner,Paid,,"DevOps, Site Reliability Engineering (SRE), Infrastructure as Code (IaC), Continuous Integration/Continuous Delivery (CI/CD), Cloud Computing, Agile Development, Scalability, High Availability, Monitoring and Observability, Software Testing, Version Control, Containerization, Configuration Management, Automation",introduction to devops and site reliability engineering devops site reliability engineering (sre) infrastructure as code (iac) continuous integration/continuous delivery (ci/cd) cloud computing agile development scalability high availability monitoring and observability software testing version control containerization configuration management automation beginner
Sign Language Science: Factors Contributing to Nature Structure,https://www.edx.org/course/sign-language-factors-contributing-to-natural-stru,This course details the development of the type of grammar that occurs whenever a group of people develops and uses a signed language.,Beginner,Paid,,"Sign Language Linguistics, Sign Language Typology, Sign Language Variation, Sign Language Development, Sign Language Acquisition, Sign Language Education, Deaf Culture, Deaf Studies, Deaf History, Deaf Community, Disability Studies",sign language science factors contributing to nature structure sign language linguistics sign language typology sign language variation sign language development sign language acquisition sign language education deaf culture deaf studies deaf history deaf community disability studies beginner
Gender and Intersectionality,https://www.edx.org/course/gender-and-intersectionality,"Gender intersects with everything. Using examples from popular culture, classical literature, and history, this course will teach you how to analyze religious texts and traditions, class divisions, racial inequality, sexualities and nationalism through a gendered lens.",Beginner,Paid,,"Social Justice, Feminism, Gender Studies, Intersectionality, Race, Class, Gender Identity, Sexual Orientation, Power Dynamics, Social Inequality, Marginalization, Identity Politics, Queer Studies, Critical Race Theory, Postcolonial Studies, Feminist Theory, Intersectionality in Practice, Gender and Intersectionality in Education, Gender and Intersectionality in the Workplace, Gender and Intersectionality in Media and Culture",gender and intersectionality social justice feminism gender studies intersectionality race class gender identity sexual orientation power dynamics social inequality marginalization identity politics queer studies critical race theory postcolonial studies feminist theory intersectionality in practice gender and intersectionality in education gender and intersectionality in the workplace gender and intersectionality in media and culture beginner
Digital Transformation in Business,https://www.edx.org/course/strategic-and-transformational-it-2,Learn about the explosion of technologies that are transforming business and how to strategically leverage technologies to maximize the value--and minimize the risk--to your firm.,Advanced,Paid,,"Digital Transformation, Business Transformation, Digital Strategy, Innovation, Business Technology, Digital Business, Digital Marketing, Technology Management, Organizational Change, Digital Leadership, Technology Adoption, Digital Analytics, Digital Innovation, Business Process Management, Digital Infrastructure, Data Science, Artificial Intelligence, Machine Learning, Cloud Computing, Business Intelligence, Strategic Management, Technology Strategy",digital transformation in business digital transformation business transformation digital strategy innovation business technology digital business digital marketing technology management organizational change digital leadership technology adoption digital analytics digital innovation business process management digital infrastructure data science artificial intelligence machine learning cloud computing business intelligence strategic management technology strategy advanced
Designing and Creating Trousers,https://www.edx.org/course/designing-and-creating-trousers,"Learn the construction and style adaptations of trousers for men and women, from a design and creation perspective, completing the course with your own designed, and made to measure finished trouser sample.",Beginner,Paid,,"Fashion Design, Garment Construction, Trousers Design, Pattern Making, Fabric Selection, Sewing Techniques, Fashion Industry, Clothing Production, Apparel Manufacturing, Pant Design, Tailoring, Fashion Sketching, Trend Forecasting",designing and creating trousers fashion design garment construction trousers design pattern making fabric selection sewing techniques fashion industry clothing production apparel manufacturing pant design tailoring fashion sketching trend forecasting beginner
"Human Rights, Human Wrongs: Challenging Poverty, Vulnerability and Social Exclusion",https://www.edx.org/course/human-rights-human-wrongs-challenging-poverty-vuln,"With complex legal protections and varying societal norms, how do we ensure rights for all?",Intermediate,Paid,,"Human Rights, Social Justice, Poverty, Vulnerability, Social Exclusion, Social Determinants of Health, Discrimination, Marginalization, Empowerment, Advocacy",human rights human wrongs challenging poverty vulnerability and social exclusion human rights social justice poverty vulnerability social exclusion social determinants of health discrimination marginalization empowerment advocacy intermediate
Industry 4.0: How to Revolutionize your Business,https://www.edx.org/course/industry-40-how-to-revolutionize-your-business,"An introduction to the fourth industrial revolution, it's major systems and technologies and how new products and services will impact business and society.",Beginner,Paid,,"Industry 4.0, Digital Transformation, Smart Manufacturing, Automation, IoT, Data Analytics, Machine Learning, AI, Business Strategy, Innovation",industry 4.0 how to revolutionize your business industry 4.0 digital transformation smart manufacturing automation iot data analytics machine learning ai business strategy innovation beginner
"MathTrackX: Polynomials, Functions and Graphs",https://www.edx.org/course/mathtrackx-polynomials-functions-and-graphs,"Develop an understanding of polynomials, functions and graphs and how these build the foundation for more complex mathematical concepts.",Beginner,Paid,,"Algebra, Polynomials, Functions, Graphs, Precalculus, Mathematical Modeling, Calculus, Trigonometry",mathtrackx polynomials functions and graphs algebra polynomials functions graphs precalculus mathematical modeling calculus trigonometry beginner
Sustainable Food Security: Crop Production,https://www.edx.org/course/sustainable-food-security-crop-production,Learn the basics of crop production and find out how to feed the future world population without depleting our planet’s resources!,Intermediate,Paid,,Sustainable Agriculture Crop Production Food Security Sustainable Farming Agricultural Sustainability Agronomy Plant Science Soil Science Environmental Science Climate-Smart Agriculture Water Conservation Integrated Pest Management Organic Farming Sustainable Crop Management Food Systems Global Food Security Sustainable Development Goals (SDGs) Agriculture and Climate Change Ecosystem Services Precision Agriculture Agricultural Economics Food Policy Food Security Measurement Food Sovereignty,sustainable food security crop production sustainable agriculture crop production food security sustainable farming agricultural sustainability agronomy plant science soil science environmental science climate-smart agriculture water conservation integrated pest management organic farming sustainable crop management food systems global food security sustainable development goals (sdgs) agriculture and climate change ecosystem services precision agriculture agricultural economics food policy food security measurement food sovereignty intermediate
Network and Security Foundations,https://www.edx.org/course/network-security-foundations,"This course introduces the components of a computer network and the concept and role of communication protocols. The course covers widely used categorical classifications of networks, as well as network topologies, physical devices, and layered abstraction. The course also introduces basic concepts of security, covering vulnerabilities of networks and mitigation techniques, security of physical media, and security policies and procedures.",Beginner,Paid,,"Network Fundamentals, Cybersecurity Basics, Network Security, Security Protocols, Firewall Management, Intrusion Detection Systems, Vulnerability Assessment and Penetration Testing, Risk Management, Cloud Security, Data Security, Network Architecture, IT Security Standards and Regulations",network and security foundations network fundamentals cybersecurity basics network security security protocols firewall management intrusion detection systems vulnerability assessment and penetration testing risk management cloud security data security network architecture it security standards and regulations beginner
Cannabis Cultivation and Processing,https://www.edx.org/course/cannabis-cultivation-and-processing,"Investigate the cultivation and processing of cannabis, starting from seeds to a diversity of end products for a global market.",Beginner,Paid,,Plant Science Botany Plant Physiology Plant Genetics HorticultureCannabis Cultivation Growing Facilities Cultivation Techniques Pest and Disease Management Nutrient ManagementCannabis Processing Extraction Methods Product Formulation Quality Control Regulations and Compliance Cannabis Law and Business Dispensary Operations Marketing and Sales Commercial CultivationTechnical Hydroponics and Aeroponics Lighting and Climate Control Data Analysis and Management Equipment Operation and MaintenanceRegulatory State and Federal Licensing Compliance and Enforcement Industry Best Practices,cannabis cultivation and processing plant science botany plant physiology plant genetics horticulturecannabis cultivation growing facilities cultivation techniques pest and disease management nutrient managementcannabis processing extraction methods product formulation quality control regulations and compliance cannabis law and business dispensary operations marketing and sales commercial cultivationtechnical hydroponics and aeroponics lighting and climate control data analysis and management equipment operation and maintenanceregulatory state and federal licensing compliance and enforcement industry best practices beginner
"Data, Models and Decisions in Business Analytics",https://www.edx.org/course/data-models-and-decisions-in-business-analytics,Learn fundamental tools and techniques for using data towards making business decisions in the face of uncertainty.,Advanced,Paid,,"Data Analytics, Data Management, Business Intelligence, Decision Making, Machine Learning, Statistical Modeling, Data Visualization, Business Strategy, Operations Research, Big Data Analytics",data models and decisions in business analytics data analytics data management business intelligence decision making machine learning statistical modeling data visualization business strategy operations research big data analytics advanced
Data Structures Fundamentals,https://www.edx.org/course/data-structures-fundamentals,This course is part of a MicroMasters® Program,Intermediate,Paid,,Data Structures Algorithms Computer Science Programming Data Representation Data Manipulation Object-Oriented Programming Design Patterns Complexity Analysis Time Complexity Space Complexity,data structures fundamentals data structures algorithms computer science programming data representation data manipulation object-oriented programming design patterns complexity analysis time complexity space complexity intermediate
Shaping Work of the Future,https://www.edx.org/course/shaping-work-of-the-future,Explore ways to improve job opportunities and develop a personal plan for lifelong career success.,Beginner,Paid,,"Shaping Work of the Future Emerging Technologies AI, Automation, Robotics, Blockchain, IoT Future of Work Job Displacement, Remote Work, Gig Economy, Workforce Transformation Skills Development Upskilling, Reskilling, Continuous Learning, Adaptability Leadership and Innovation Strategic Planning, Innovation Management, Change Management Workplace Culture Collaboration, Diversity, Inclusion, Employee Engagement Organizational Development Agile Workstyles, Digital Transformation, Process Improvement Ethics and Social Impact Job Creation, Income Inequality, Technological Unemployment Work-Life Integration Flexible Work Arrangements, Employee Well-being Education and Training Lifelong Learning, Vocational Education, Apprenticeship Programs Policy and Regulation Future of Work Policies, Labor Laws, Social Safety Nets",shaping work of the future shaping work of the future emerging technologies ai automation robotics blockchain iot future of work job displacement remote work gig economy workforce transformation skills development upskilling reskilling continuous learning adaptability leadership and innovation strategic planning innovation management change management workplace culture collaboration diversity inclusion employee engagement organizational development agile workstyles digital transformation process improvement ethics and social impact job creation income inequality technological unemployment work-life integration flexible work arrangements employee well-being education and training lifelong learning vocational education apprenticeship programs policy and regulation future of work policies labor laws social safety nets beginner
"Design Thinking: Ideation, Iteration and Communication",https://www.edx.org/course/design-thinking-ideation-iteration-and-communicati,Learn how ideas transform into solutions through iteration and validation along with best practices for communicating your solution to stakeholders.,Intermediate,Paid,,"Ideation, Iteration, Communication, Design Thinking, Problem Solving, Creativity, Innovation, User Experience, Human-Centered Design, Prototyping, Visual Communication, Storytelling, Feedback, Collaboration",design thinking ideation iteration and communication ideation iteration communication design thinking problem solving creativity innovation user experience human-centered design prototyping visual communication storytelling feedback collaboration intermediate
Negotiation Strategies and Styles,https://www.edx.org/course/negotiation-strategies-and-styles,It describes the different negotiation strategies based on expected results and their impact on the relationship between the parties involved.,Intermediate,Paid,,"Negotiation, Negotiation Skills, Negotiation Tactics, Negotiation Strategies, Negotiation Styles, Conflict Resolution, Interpersonal Communication, Business Negotiation, Persuasion, Influencing",negotiation strategies and styles negotiation negotiation skills negotiation tactics negotiation strategies negotiation styles conflict resolution interpersonal communication business negotiation persuasion influencing intermediate
"Understanding Agribusiness, Value Chains, and Consumers in Global Food Systems",https://www.edx.org/course/understanding-agribusiness-value-chains-and-consum,"Learn about the dynamic business of food and agriculture, exploring value chain thinking and the role consumers play in our rapidly evolving food systems.",Intermediate,Paid,,Agribusiness Value Chains Consumers Global Food Systems Food Production Food Distribution Food Marketing Food Safety Food Security Food Sustainability,understanding agribusiness value chains and consumers in global food systems agribusiness value chains consumers global food systems food production food distribution food marketing food safety food security food sustainability intermediate
Unlocking Information Security: Part II,https://www.edx.org/course/unlocking-information-security-part-2,Continue learning how systems are hacked and defended.,Intermediate,Paid,,"Cybersecurity, Information Security, Security Assessment, Security Management, Risk Management, Compliance, Incident Response, Security Architecture, Penetration Testing, Cloud Security, Network Security, Data Security, Identity and Access Management, Vulnerability Management, Security Monitoring, Security Governance, Security Operations",unlocking information security part ii cybersecurity information security security assessment security management risk management compliance incident response security architecture penetration testing cloud security network security data security identity and access management vulnerability management security monitoring security governance security operations intermediate
